1|Tier-1|1|74000.0
2|Tier-1|2|147000.0
3|Tier-1|3|221000.0
4|Tier-1|4|273000.0
5|Tier-1|5|342000.0
6|Tier-1|6|378000.0
7|Tier-1|7|441000.0
8|Tier-1|8|504000.0
9|Tier-1|9|520000.0
10|Tier-1|10|525000.0
11|Tier-1|11|555000.0
12|Tier-1|12|606000.0
13|Tier-1|13|655000.0
14|Tier-1|14|705000.0
15|Tier-1|15|757000.0
