1|Rajasthan|Jan|0.8
2|Rajasthan|Feb|1.0
3|Rajasthan|Mar|1.2
4|Rajasthan|Apr|1.2
5|Rajasthan|May|1.2
6|Rajasthan|Jun|1.1
7|Rajasthan|Jul|1.0
8|Rajasthan|Aug|1.0
9|Rajasthan|Sep|1.0
10|Rajasthan|Oct|0.9
11|Rajasthan|Nov|0.9
12|Rajasthan|Dec|0.8
