1|Tier-1|1|110000.0
2|Tier-1|2|164000.0
3|Tier-1|3|221000.0
4|Tier-1|4|328000.0
5|Tier-1|5|385000.0
6|Tier-1|6|424000.0
7|Tier-1|7|528000.0
8|Tier-1|8|582000.0
9|Tier-1|9|636000.0
10|Tier-1|10|690000.0
11|Tier-1|11|744000.0
